file name,judge
תפ_61430-01-19.docx,עינת רון
תפ_61470-01-19.docx,מנחם מזרחי
תפ_63774-01-19.docx,שמואל הרבסט
תפ_64711-01-19.docx,אביב שרון
תפ_73367-01-19.docx,אפרת פינק
תפ_73863-01-19.docx,רועי פרי
תפ_75278-01-19.docx,אביחי דורון
תפ_76632-01-19.docx,שמואל הרבסט
תפ_76834-01-19.docx,אייל כהן
תפ_77409-01-19.docx,עמית מיכלס
תפ_80761-01-19.docx,רועי פרי
תפ_375-02-19.docx,דוד שאול גבאי ריכטר
תפ_2548-02-19.docx,רועי פרי
תפ_3201-02-19.docx,מנחם מזרחי
תפ_6918-02-19.docx,זהר דיבון סגל
תפ_16058-02-19.docx,דרור קלייטמן
תפ_18944-02-19.docx,ג'ויה סקפה שפירא
תפ_23577-02-19.docx,דרור קלייטמן
תפ_25085-02-19.docx,רועי פרי
תפ_32156-02-19.docx,דרור קלייטמן
תפ_40412-02-19.docx,דוד שאול גבאי ריכטר
תפ_41950-02-19.docx,רות שפילברג כהן
תפ_46935-02-19.docx,ארנון איתן
תפ_57089-02-19.docx,עלאא מסארווה
תפ_58269-02-19.docx,שאול אבינור
תפ_59313-02-19.docx,מיכאל קרשן
תפ_61181-02-19.docx,זהר דולב להמן
תפ_63997-02-19.docx,יוסי טורס
תפ_64041-02-19.docx,אפרת פינק
תפ_67913-02-19.docx,דוד שאול גבאי ריכטר
תפ_70231-02-19.docx,גיא אבנון
תפ_66306-03-19.docx,אושרית הובר היימן
תפ_67133-03-19.docx,פאול שטרק
תפ_71059-03-19.docx,איתן כהן
תפ_1463-04-19.docx,נגה שמואלי-מאייר
תפ_2848-04-19.docx,שושנה פיינסוד-כהן
תפ_10469-04-19.docx,שלמה בנג'ו
תפ_15596-04-19.docx,אדנקו סבחת-חיימוביץ
תפ_15989-04-19.docx,דוד שאול גבאי ריכטר
תפ_18203-04-19.docx,שמואל הרבסט
תפ_26247-04-19.docx,הישאם אבו שחאדה
תפ_32879-04-19.docx,שמואל הרבסט
תפ_33228-04-19.docx,ליאורה אדלשטיין
תפ_35051-04-19.docx,דוד שאול גבאי ריכטר
תפ_40186-04-19.docx,דרור קלייטמן
תפ_47874-04-19.docx,אפרת פינק
תפ_51803-04-19.docx,הישאם אבו שחאדה
תפ_58141-04-19.docx,גיא אבנון
תפ_4781-05-19.docx,ארנון איתן
תפ_7420-05-19.docx,שמואל הרבסט
תפ_8624-05-19.docx,דוד שאול גבאי ריכטר
תפ_9773-05-19.docx,דוד שאול גבאי ריכטר
תפ_12082-05-19.docx,ארנון איתן
תפ_12212-05-19.docx,ג'ויה סקפה שפירא
תפ_16690-05-19.docx,דרור קלייטמן
תפ_18320-05-19.docx,ארנון איתן
תפ_18368-05-19.docx,ארנון איתן
תפ_18499-05-19.docx,ארנון איתן
תפ_19639-05-19.docx,רועי פרי
תפ_22531-05-19.docx,דוד שאול גבאי ריכטר
תפ_31276-05-19.docx,ענת חולתא
תפ_32991-05-19.docx,שמואל הרבסט
תפ_41247-05-19.docx,שמואל הרבסט
תפ_45279-06-19.docx,גיא אבנון
תפ_54036-06-19.docx,אושרית הובר היימן
תפ_57202-06-19.docx,מנחם מזרחי
תפ_61780-06-19.docx,צבי פורר
תפ_63434-06-19.docx,דוד שאול גבאי ריכטר
תפ_63452-06-19.docx,דוד שאול גבאי ריכטר
תפ_63473-06-19.docx,שמואל הרבסט
תפ_64995-06-19.docx,יוסי טורס
תפ_5317-07-19.docx,אפרת פינק
תפ_5341-07-19.docx,נגה שמואלי-מאייר
תפ_7027-07-19.docx,ארז נוריאלי
תפ_31234-07-19.docx,דוד שאול גבאי ריכטר
תפ_47396-07-19.docx,יוסי טורס
תפ_53124-07-19.docx,טל לחיאני שהם
תפ_60575-07-19.docx,דוד שאול גבאי ריכטר
תפ_66195-07-19.docx,שמואל מלמד
תפ_76327-07-19.docx,נועה חקלאי
תפ_6434-08-19.docx,דוד שאול גבאי ריכטר
תפ_7926-08-19.docx,רועי פרי
תפ_13053-08-19.docx,נגה שמואלי-מאייר
תפ_16374-08-19.docx,יניב בן הרוש
תפ_18484-08-19.docx,אביחי דורון
תפ_19936-08-19.docx,אפרת פינק
תפ_19988-08-19.docx,יניב בן הרוש
תפ_26414-08-19.docx,איתן קורנהאוזר
תפ_30615-08-19.docx,אפרת פינק
תפ_33421-08-19.docx,שירלי דקל נוה
תפ_36892-08-19.docx,שמואל הרבסט
תפ_50359-08-19.docx,עלאא מסארווה
תפ_51165-08-19.docx,שלמה בנג'ו
תפ_52402-08-19.docx,עלאא מסארווה
תפ_10215-10-19.docx,טל לחיאני שהם
תפ_15709-10-19.docx,איתי ברסלר-גונן
תפ_21056-10-19.docx,איתי הרמלין
תפ_21284-10-19.docx,יוסי טורס
תפ_21322-10-19.docx,רות שפילברג-כהן
תפ_26521-10-19.docx,ג'ויה סקפה שפירא
תפ_29523-10-19.docx,עלאא מסארווה
תפ_31817-10-19.docx,ג'ויה סקפה שפירא
תפ_31827-10-19.docx,זהר דולב להמן
תפ_34960-10-19.docx,רון סולקין
תפ_42164-10-19.docx,אביב שרון
תפ_44449-10-19.docx,דרור קלייטמן
תפ_52372-10-19.docx,איתן קורנהאוזר
תפ_53195-10-19.docx,רון סולקין
תפ_53961-10-19.docx,מנחם מזרחי
תפ_54408-10-19.docx,ג'ויה סקפה שפירא
תפ_56018-10-19.docx,עינת רון
תפ_1488-11-19.docx,עלאא מסארווה
תפ_2802-11-19.docx,רון סולקין
תפ_4207-11-19.docx,עלאא מסארווה
תפ_6047-11-19.docx,ארנון איתן
תפ_6270-11-19.docx,רון סולקין
תפ_8202-11-19.docx,מוחמד חאג' יחיא
תפ_9763-11-19.docx,רועי פרי
תפ_14734-11-19.docx,דרור קלייטמן
תפ_18912-11-19.docx,עלאא מסארווה
תפ_24079-11-19.docx,אייל כהן
תפ_26550-11-19.docx,דוד שאול גבאי ריכטר
תפ_42378-11-19.docx,עלאא מסארווה
תפ_43841-11-19.docx,שרון לארי-בבלי
תפ_44387-11-19.docx,יניב בן הרוש
תפ_47336-11-19.docx,גיא אבנון
תפ_55857-12-19.docx,אביחי דורון
תפ_56624-12-19.docx,אביב שרון
תפ_59165-12-19.docx,רון סולקין
תפ_60057-12-19.docx,אפרת פינק
תפ_65577-12-19.docx,יניב בן הרוש
תפ_65763-12-19.docx,קרן וקסלר
תפ_1047-19.docx,שלמה בנג'ו
תפ_4136-01-20.docx,דוד שאול גבאי ריכטר
תפ_10814-01-20.docx,יוסי טורס
תפ_21530-01-20.docx,אחינעם צוריאל
תפ_25269-01-20.docx,דוד שאול גבאי ריכטר
תפ_26079-01-20.docx,רבקה גלט
תפ_31536-01-20.docx,דוד שאול גבאי ריכטר
תפ_32253-01-20.docx,טל לחיאני שהם
תפ_35441-01-20.docx,אלעזר ביאלין
תפ_37473-01-20.docx,מיכאל קרשן
תפ_38551-01-20.docx,דרור קלייטמן
תפ_39647-01-20.docx,רבקה גלט
תפ_42413-01-20.docx,דוד שאול גבאי ריכטר
תפ_42692-01-20.docx,איתן קורנהאוזר
תפ_52145-01-20.docx,אפרת פינק
תפ_58617-01-20.docx,ענת חולתא
תפ_61659-01-20.docx,שאול אבינור
תפ_72418-01-20.docx,דוד שאול גבאי ריכטר
תפ_74108-01-20.docx,טל לחיאני שהם
תפ_2330-02-20.docx,רות שפילברג כהן
תפ_5391-02-20.docx,רון סולקין
תפ_5858-02-20.docx,דרור קלייטמן
תפ_7441-02-20.docx,דוד שאול גבאי ריכטר
תפ_11701-02-20.docx,ענת חולתא
תפ_15535-02-20.docx,דרור קלייטמן
תפ_50860-02-20.docx,נגה שמואלי-מאייר
תפ_51504-02-20.docx,אביחי דורון
תפ_54728-02-20.docx,עלאא מסארווה
תפ_56199-02-20.docx,גיא אבנון
תפ_516-03-20.docx,איתן קורנהאוזר
תפ_988-03-20.docx,יוסי טורס
תפ_7660-03-20.docx,שאול אבינור
תפ_8707-03-20.docx,יניב בן הרוש
תפ_12352-03-20.docx,מנחם מזרחי
תפ_14786-03-20.docx,גיל אדלמן
תפ_24895-03-20.docx,זהר דולב להמן
תפ_28480-03-20.docx,אילה אורן
תפ_28736-03-20.docx,אחינעם צוריאל
תפ_35359-03-20.docx,שמואל הרבסט
תפ_35412-03-20.docx,דוד שאול גבאי ריכטר
תפ_35893-03-20.docx,אריה דורני-דורון
תפ_36577-03-20.docx,עלאא מסארווה
תפ_37153-03-20.docx,דרור קלייטמן
תפ_38311-03-20.docx,ענת חולתא
תפ_45150-03-20.docx,דוד שאול גבאי ריכטר
תפ_48239-03-20.docx,דרור קלייטמן
תפ_48316-03-20.docx,אביחי דורון
תפ_48695-03-20.docx,אילה אורן
תפ_54929-03-20.docx,מנחם מזרחי
תפ_1071-04-20.docx,אפרת פינק
תפ_2840-04-20.docx,אפרת פינק
תפ_11804-04-20.docx,יניב בן הרוש
תפ_14332-04-20.docx,ג'ויה סקפה שפירא
תפ_20147-04-20.docx,אילה אורן
תפ_24053-04-20.docx,איתי הרמלין
תפ_27126-04-20.docx,גיא אבנון
תפ_35008-04-20.docx,זוהר דולב להמן
תפ_54257-05-20.docx,דרור קלייטמן
תפ_55185-05-20.docx,עלאא מסארווה
תפ_62070-05-20.docx,יוסי טורס
תפ_62896-05-20.docx,גיא אבנון
תפ_8597-06-20.docx,ארנון איתן
תפ_9216-06-20.docx,אפרת פינק
תפ_11406-06-20.docx,שאול אבינור
תפ_12380-06-20.docx,הישאם אבו שחאדה
תפ_15972-06-20.docx,אפרת פינק
תפ_15974-06-20.docx,הישאם אבו שחאדה
תפ_18828-06-20.docx,ארנון איתן
תפ_18846-06-20.docx,ארנון איתן
תפ_20513-06-20.docx,אביב שרון
תפ_21651-06-20.docx,שאול אבינור
תפ_28107-06-20.docx,ליאורה אדלשטיין
תפ_30386-06-20.docx,רועי פרי
תפ_30401-06-20.docx,רועי פרי
תפ_31602-06-20.docx,ענת חולתא
תפ_31806-06-20.docx,שמואל הרבסט
תפ_32917-06-20.docx,אילה אורן
תפ_32945-06-20.docx,אליאנא דניאלי
תפ_34105-06-20.docx,מנחם מזרחי
תפ_38631-06-20.docx,ענת חולתא
תפ_41339-06-20.docx,רבקה גלט
תפ_50360-06-20.docx,דרור קלייטמן
תפ_53298-06-20.docx,עמית מיכלס
תפ_55430-06-20.docx,יניב בן הרוש
תפ_55462-06-20.docx,יניב בן הרוש
תפ_57459-06-20.docx,דנה אמיר
תפ_57778-06-20.docx,שאול אבינור
תפ_59811-06-20.docx,שאול אבינור
תפ_61962-06-20.docx,דרור קלייטמן
תפ_44882-08-13.docx,ג'ורג' קרא
תפ_32087-05-11.docx,עודד שחם
תפ_44357-06-12.docx,קלרה רג'יניאנו
תפ_106-12.docx,ורדה מרוז
תפ_579-04-13.docx,אמיר טובי
תפ_14825-04-13.docx,דיאנה סלע
תפ_3234-05-13.docx,ק רג'יניאנו
תפ_3404-05-13.docx,טלי חיימוביץ
תפ_33509-06-13.docx,ורדה מרוז
תפ_44812-06-13.docx,ורדה מרוז
תפ_44877-06-13.docx,ורדה מרוז
תפ_56235-06-13.docx,ורדה מרוז
תפ_36422-07-13.docx,ורדה מרוז
תפ_36831-09-13.docx,שירה בן שלמה
תפ_37810-09-13.docx,נתן זלוצ'ובר
תפ_607-10-13.docx,ורדה מרוז
תפ_30989-10-13.docx,ירון לוי
תפ_65884-10-13.docx,אברהם אליקים
תפ_37783-11-13.docx,תאופיק כתילי
תפ_39787-11-13.docx,יהודית אמסטרדם
תפ_42797-11-13.docx,ליאורה ברודי
תפ_22678-12-13.docx,יהודית אמסטרדם
תפ_37838-12-13.docx,צבי גורפינקל
תפ_3006-01-14.docx,תאופיק כתילי
תפ_44352-01-14.docx,צבי גורפינקל
תפ_47474-01-14.docx,מיכל ברנט
תפ_3618-02-14.docx,יהודית אמסטרדם
תפ_3759-02-14.docx,צבי גורפינקל
תפ_11392-02-14.docx,ורדה מרוז
תפ_11475-02-14.docx,מיכל ברנט
תפ_29269-02-14.docx,ג'ורג' קרא
תפ_33842-02-14.docx,אהרן פרקש
תפ_45171-02-14.docx,ג'ורג' קרא
תפ_3507-03-14.docx,תאופיק כתילי
תפ_43773-03-14.docx,כרמי מוסק
תפ_46018-03-14.docx,אמיר טובי
תפ_46090-03-14.docx,אברהם אליקים
תפ_26032-04-14.docx,יפעת שיטרית
תפ_35904-07-14.docx,דוד רוזן
תפ_17781-08-14.docx,אמיר טובי
תפ_30279-08-14.docx,ג'ורג' קרא
תפ_16646-09-14.docx,תאופיק כתילי
תפ_23142-09-14.docx,תמר שרון נתנאל
תפ_56864-09-14.docx,אמיר טובי
תפ_58647-09-14.docx,רות לורך
תפ_18510-10-14.docx,שאהר אטרש
תפ_26524-10-14.docx,תמר שרון נתנאל
תפ_32704-10-14.docx,רות לורך
תפ_33888-10-14.docx,מיכל ברנט
תפ_38176-10-14.docx,רונית בש
תפ_50725-10-14.docx,מיכל ברנט
תפ_9620-11-14.docx,צבי גורפינקל
תפ_15801-11-14.docx,תאופיק כתילי
תפ_48731-11-14.docx,בני שגיא
תפ_6904-12-14.docx,ירון לוי
תפ_60842-12-14.docx,דניאל פיש
תפ_33508-01-15.docx,תמר שרון נתנאל
תפ_48938-01-15.docx,בן-ציון גרינברגר
תפ_3457-02-15.docx,כמאל סעב
תפ_6336-02-15.docx,רונית בש
תפ_8843-02-15.docx,דנה מרשק מרום
תפ_9160-02-15.docx,מיכל ברנט
תפ_35815-02-15.docx,יואל עדן
תפ_47843-02-15.docx,מיכל ברנט
תפ_18879-03-15.docx,יואל עדן
תפ_24689-03-15.docx,דוד רוזן
תפ_8633-04-15.docx,אליהו ביתן
תפ_46662-04-15.docx,רות לורך
תפ_50059-04-15.docx,אמיר טובי
תפ_1047-05-15.docx,יצחק כהן
תפ_1057-05-15.docx,כמאל סעב
תפ_3597-05-15.docx,רון סוקול
תפ_12699-05-15.docx,אליהו ביתן
תפ_15054-05-15.docx,רונית בש
תפ_23408-05-15.docx,תמר שרון נתנאל
תפ_33666-05-15.docx,בני שגיא
תפ_56838-06-15.docx,ירון לוי
תפ_3667-07-15.docx,מיכל ברנט
תפ_47627-07-15.docx,דנה מרשק מרום
תפ_16168-08-15.docx,דנה מרשק מרום
תפ_34916-08-15.docx,רות לורך
תפ_53517-08-15.docx,אהרון משניות
תפ_1959-09-15.docx,רות לורך
תפ_2497-09-15.docx,אליהו ביתן
תפ_20841-09-15.docx,יפעת שיטרית
תפ_24514-09-15.docx,בני שגיא
תפ_1872-10-15.docx,מיכל ברנט
תפ_23320-10-15.docx,עמית כהן
תפ_26357-10-15.docx,אליהו ביתן
תפ_25903-05-16.docx,בני שגיא
תפ_52569-05-16.docx,מיכל ברנט
תפ_54035-05-16.docx,אליהו ביתן
תפ_6788-06-16.docx,עמי קובו
תפ_26447-06-16.docx,אליהו ביתן
תפ_42987-06-16.docx,חגית מאק-קלמנוביץ
תפ_49305-06-16.docx,ג'ורג' קרא
תפ_5968-07-16.docx,אהרון משניות
תפ_11608-07-16.docx,מיכל ברק נבו
תפ_11720-07-16.docx,מיכל ברנט
תפ_43463-07-16.docx,עמית גורפינקל
תפ_45175-07-16.docx,ליאורה ברודי
תפ_33180-08-16.docx,צבי גורפינקל
תפ_40994-08-16.docx,אהרון משניות
תפ_3745-09-16.docx,אהרון משניות
תפ_13718-09-16.docx,עמי קובו
תפ_55287-02-17.docx,מיכל ברנט
תפ_55366-02-17.docx,עמי קובו
תפ_23642-03-17.docx,דנה מרשק מרום
תפ_30876-03-17.docx,עמי קובו
תפ_36933-03-17.docx,אבי לוי
תפ_63955-03-17.docx,עמי קובו
תפ_13690-04-17.docx,ציון קאפח
תפ_15392-04-17.docx,לימור מרגולין-יחידי
תפ_17677-04-17.docx,עמי קובו
תפ_49625-04-17.docx,אליהו ביתן
תפ_45633-05-17.docx,יחיאל ליפשיץ
תפ_40227-06-17.docx,מיכל ברנט
תפ_66609-06-17.docx,אליהו ביתן
תפ_4807-07-17.docx,אליהו ביתן
תפ_46964-07-17.docx,יחיאל ליפשיץ
תפ_23708-08-17.docx,אליהו ביתן
תפ_47209-08-17.docx,רות לורך
תפ_2599-09-17.docx,אליהו ביתן
תפ_28005-09-17.docx,עמי קובו
תפ_34371-04-18.docx,אליהו ביתן
תפ_22433-05-18.docx,עמי קובו
תפ_35986-05-18.docx,אברהם אליקים
תפ_37760-05-18.docx,אליהו ביתן
תפ_69278-05-18.docx,אליהו ביתן
תפ_5846-06-18.docx,אלכסנדר רון
תפ_5914-06-18.docx,דניאל טפרברג
תפ_6992-06-18.docx,רון שפירא
תפ_6997-06-18.docx,דניאל פיש
תפ_17404-07-18.docx,עמי קובו
תפ_17715-07-18.docx,דניאל בן טולילה
תפ_21468-07-18.docx,אליהו ביתן
תפ_22022-07-18.docx,אברהם רובין
תפ_67342-07-18.docx,דנה כהן-לקח
תפ_8864-08-18.docx,דניאל פיש
תפ_23612-08-18.docx,מיכל ברנט
תפ_58591-08-18.docx,עמי קובו
תפ_58790-08-18.docx,חנה מרים לומפ
תפ_15263-09-18.docx,בני שגיא
תפ_58605-05-19.docx,אליהו ביתן
תפ_21477-06-19.docx,אליהו ביתן
תפ_47787-06-19.docx,עמי קובו
תפ_47908-06-19.docx,חגי טרסי
תפ_4435-07-19.docx,עמי קובו
תפ_17667-07-19.docx,עמי קובו
תפ_31000-07-19.docx,אלכסנדר רון
תפ_6206-08-19.docx,אליהו ביתן
תפ_22353-08-19.docx,חגית מאק-קלמנוביץ
תפ_46823-08-19.docx,אליהו ביתן
תפ_53463-08-19.docx,רונית בש
תפ_60444-08-19.docx,חנה מרים לומפ
תפ_691-09-19.docx,רפי כרמל
תפ_14313-09-19.docx,עמי קובו
תפ_44129-09-19.docx,בני שגיא
תפ_46366-09-19.docx,דניאל פיש
תפ_64166-09-19.docx,אברהם רובין
תפ_30039-04-20.docx,עמי קובו
תפ_1277-05-20.docx,בני שגיא
תפ_7696-05-20.docx,מרב גרינברג
תפ_31925-05-20.docx,עמי קובו
תפ_33131-05-20.docx,ארז פורת
תפ_33200-05-20.docx,בני שגיא
תפ_34787-05-20.docx,אליהו ביתן
תפ_57813-05-20.docx,ארז פורת
תפ_57931-05-20.docx,בני שגיא
תפ_61158-05-20.docx,בני שגיא
תפ_12143-06-20.docx,אליהו ביתן
תפ_21536-06-20.docx,עמי קובו
תפ_25530-06-20.docx,גלית ציגלר
תפ_47666-06-20.docx,בני שגיא
תפ_65828-06-20.docx,בני שגיא
תפ_74740-06-20.docx,דנה מרשק מרום
תפ_74742-06-20.docx,דנה מרשק מרום
תפ_4336-07-20.docx,יובל ליבדרו
תפ_26839-07-20.docx,יואל עדן
תפ_52883-07-20.docx,חגית מאק-קלמנוביץ
תפ_66437-07-20.docx,חנה מרים לומפ
תפ_1818-08-20.docx,יובל ליבדרו
תפ_12652-08-20.docx,בני שגיא
תפ_15059-08-20.docx,בני שגיא
תפ_31425-08-20.docx,דניאל פיש
תפ_31559-08-20.docx,מרב גרינברג
תפ_44477-08-20.docx,יואל עדן
תפ_54368-08-20.docx,אליהו ביתן
תפ_5778-09-20.docx,חגי טרסי
תפ_13242-09-20.docx,אליהו ביתן
תפ_28847-09-20.docx,בני שגיא
תפ_56824-09-20.docx,חנה מרים לומפ
תפ_25752-10-20.docx,מיכל ברנט
תפ_44540-10-20.docx,בני שגיא
תפ_52504-10-20.docx,יואל עדן
תפ_52589-10-20.docx,יובל ליבדרו
תפ_10810-11-20.docx,דנה מרשק מרום
תפ_17642-11-20.docx,בני שגיא
תפ_29005-11-20.docx,חגי טרסי
תפ_31419-11-20.docx,חגי טרסי
תפ_32956-11-20.docx,יובל ליבדרו
תפ_45195-11-20.docx,בני שגיא
תפ_45388-11-20.docx,רון שפירא
תפ_1338-12-20.docx,חנה מרים לומפ
תפ_6678-12-20.docx,מעין בן ארי
תפ_38578-12-20.docx,רונית בש
תפ_73906-12-20.docx,בני שגיא
תפ_318-01-21.docx,בני שגיא
תפ_28544-01-21.docx,רונית בש
תפ_33439-01-21.docx,יובל ליבדרו
תפ_35389-01-21.docx,בני שגיא
תפ_51797-01-21.docx,חגי טרסי
תפ_55489-01-21.docx,חגי טרסי
תפ_9264-02-21.docx,דניאל פיש
תפ_9270-02-21.docx,יואב עטר
תפ_27735-02-21.docx,רונית בש
תפ_30580-02-21.docx,בני שגיא
תפ_30637-02-21.docx,בני שגיא
תפ_36823-02-21.docx,יובל ליבדרו
תפ_39513-02-21.docx,חגי טרסי
תפ_46604-02-21.docx,בני שגיא
תפ_46967-02-21.docx,אליהו ביתן
תפ_11739-03-21.docx,חנה מרים לומפ
תפ_54460-03-21.docx,אילן סלע
תפ_60183-03-21.docx,בני שגיא
תפ_13048-04-21.docx,תמר בר-אשר
תפ_23190-04-21.docx,שרית זמיר
תפ_26204-04-21.docx,דניאל פיש
תפ_31842-04-21.docx,יואל עדן
תפ_63287-04-21.docx,בני שגיא
תפ_686-05-21.docx,מרב גרינברג
תפ_26985-11-21.docx,אליהו ביתן
תפ_34197-11-21.docx,טל לחיאני שהם
תפ_35998-11-21.docx,טלי חיימוביץ
תפ_50970-11-21.docx,יובל ליבדרו
תפ_60270-11-21.docx,יובל ליבדרו
תפ_62794-11-21.docx,דניאל פיש
תפ_10812-12-21.docx,מרב גרינברג
תפ_15965-12-21.docx,סארי ג'יוסי
תפ_35104-12-21.docx,יואל עדן
תפ_41830-12-21.docx,אספרנצה אלון
תפ_42162-12-21.docx,עמית ציון קאפח
תפ_57613-12-21.docx,ארז פורת
תפ_4702-01-22.docx,בני שגיא
תפ_20197-01-22.docx,מרב גרינברג
תפ_41687-01-22.docx,אינאס סלאמה
תפ_45055-01-22.docx,חנה מרים לומפ
תפ_46978-01-22.docx,בני שגיא
תפ_24551-06-22.docx,חנה מרים לומפ
תפ_54208-06-22.docx,דנה אמיר
תפ_4658-07-22.docx,מרב גרינברג
תפ_6985-07-22.docx,אספרנצה אלון
תפ_25594-07-22.docx,אליהו ביתן
תפ_46700-07-22.docx,יואב עטר
תפ_53625-07-22.docx,שמואל מלמד
תפ_61841-07-22.docx,ירון לוי
תפ_1352-08-22.docx,מרב גרינברג
תפ_10639-08-22.docx,אילן סלע
תפ_15747-08-22.docx,אברהם רובין
תפ_46701-08-22.docx,אמיר טובי
תפ_4261-09-22.docx,אמיר טובי
תפ_17262-09-22.docx,יואל עדן
תפ_21471-09-22.docx,מרב גרינברג
תפ_24257-09-22.docx,חנא סבאג
תפ_24650-09-22.docx,דניאל פיש
תפ_16020-10-22.docx,תמר בר-אשר
תפ_11090-07-23.docx,דניאל פיש
תפ_37454-07-23.docx,אלון גביזון
תפ_43372-07-23.docx,אליהו ביתן
תפ_41833-08-23.docx,מרדכי כדורי
תפ_42114-08-23.docx,אליהו ביתן
תפ_42361-08-23.docx,מרדכי כדורי
תפ_42497-08-23.docx,מרדכי כדורי
תפ_42566-08-23.docx,מרדכי כדורי
תפ_46221-08-23.docx,דנה כהן-לקח
תפ_30310-09-23.docx,בני שגיא
תפ_46939-09-23.docx,מרב גרינברג
תפ_37987-11-23.docx,אבי לוי
תפ_59337-11-23.docx,שמואל מלמד
תפ_13839-12-23.docx,אליהו ביתן
תפ_14553-12-23.docx,יובל ליבדרו
תפ_32305-12-23.docx,אבי לוי
תפ_42253-12-23.docx,שמואל מלמד
תפ_16651-01-24.docx,נתנאל בנישו
תפ_33454-09-10.docx,עמי קובו
תפ_41105-10-10.docx,יעל פרדלסקי
תפ_58840-10-10.docx,ליאורה פרנקל
תפ_62153-10-10.docx,נגה שמואלי-מאייר
תפ_34750-11-10.docx,נגה שמואלי-מאייר
תפ_53150-11-10.docx,שושנה פיינסוד-כהן
תפ_31127-12-10.docx,עינת רון
תפ_41699-01-11.docx,יצחק שמעוני
תפ_1176-03-11.docx,עינת רון
תפ_10971-03-11.docx,דניאלה שריזלי
תפ_25881-03-11.docx,עינת רון
תפ_26207-03-11.docx,יצחק שמעוני
תפ_30295-03-11.docx,איטה נחמן
תפ_12276-04-11.docx,עינת רון
תפ_30433-04-11.docx,עמי קובו
תפ_29901-05-11.docx,שירלי דקל נוה
תפ_8108-08-11.docx,עידו דרויאן
תפ_49441-09-11.docx,גלית ציגלר
תפ_28552-07-12.docx,ג'ני טנוס
תפ_48976-07-12.docx,עינת רון
תפ_54370-07-12.docx,הדסה נאור
תפ_2090-08-12.docx,עינת רון
תפ_8400-08-12.docx,עמית פרייז
תפ_8495-08-12.docx,עמית פרייז
תפ_14226-08-12.docx,גלית ציגלר
תפ_16312-10-12.docx,גלית ציגלר
תפ_19487-10-12.docx,אפרת פינק
תפ_26940-10-12.docx,עמי קובו
תפ_1480-07.docx,עמית פרייז
תפ_33210-10-12.docx,מיכל ברק נבו
תפ_35265-10-12.docx,איתן קורנהאוזר
תפ_42775-10-12.docx,דב פולוק
תפ_43167-10-12.docx,מרדכי כדורי
תפ_43375-10-12.docx,שולמית דותן
תפ_53862-10-12.docx,עינת רון
תפ_55565-10-12.docx,שמואל מלמד
תפ_4001-11-12.docx,עמי קובו
תפ_21388-11-12.docx,נועה חקלאי
תפ_33206-03-13.docx,חגי טרסי
תפ_39699-03-13.docx,מרדכי כדורי
תפ_40807-03-13.docx,רובין לביא
תפ_45065-03-13.docx,עידו דרויאן
תפ_7754-04-13.docx,יעל פרדלסקי
תפ_13927-04-13.docx,נועה חקלאי
תפ_13957-04-13.docx,נאוה בכור
תפ_16798-04-13.docx,עינת רון
תפ_18394-04-13.docx,שוש שטרית
תפ_22494-04-13.docx,אברהם הימן
תפ_29492-04-13.docx,עידו דרויאן
תפ_33171-04-13.docx,ניצה מימון שעשוע
תפ_34656-04-13.docx,הישאם אבו שחאדה
תפ_34680-04-13.docx,חנה מרים לומפ
תפ_50689-04-13.docx,דורון פורת
תפ_53373-04-13.docx,שירלי דקל נוה
תפ_53570-04-13.docx,שמואל הרבסט
תפ_60869-07-13.docx,אברהם הימן
תפ_11754-08-13.docx,צחי עוזיאל
תפ_12042-08-13.docx,צחי עוזיאל
תפ_13365-08-13.docx,דורון פורת
תפ_13424-08-13.docx,אביטל חן
תפ_19905-08-13.docx,עינת רון
תפ_22165-08-13.docx,זאיד פלאח
תפ_29806-08-13.docx,הדסה נאור
תפ_32383-08-13.docx,אברהם הימן
תפ_42410-08-13.docx,נועה חקלאי
תפ_44003-08-13.docx,גלית ציגלר
תפ_1540-09-13.docx,שאול אבינור
תפ_5119-09-13.docx,דנה כהן-לקח
תפ_9696-09-13.docx,עידו דרויאן
תפ_16935-09-13.docx,עמי קובו
תפ_21208-09-13.docx,עלאא מסארווה
תפ_21616-09-13.docx,רבקה גלט
תפ_44386-11-13.docx,עינת רון
תפ_46041-11-13.docx,שושנה פיינסוד-כהן
תפ_50454-11-13.docx,אברהם הימן
תפ_56865-11-13.docx,נועה חקלאי
תפ_2415-12-13.docx,שמואל מלמד
תפ_4475-12-13.docx,ירון גת
תפ_4636-12-13.docx,עינת רון
תפ_14224-12-13.docx,עמי קובו
תפ_22325-12-13.docx,אברהם הימן
תפ_27888-12-13.docx,נגה שמואלי-מאייר
תפ_31993-12-13.docx,לימור מרגולין-יחידי
תפ_32523-12-13.docx,עמית פרייז
תפ_34094-12-13.docx,שמואל מלמד
תפ_37769-12-13.docx,נועה חקלאי
תפ_38371-12-13.docx,נגה שמואלי-מאייר
תפ_54661-12-13.docx,אביטל חן
תפ_63092-12-13.docx,עמי קובו
תפ_42512-02-14.docx,מיכאל קרשן
תפ_44205-02-14.docx,עמי קובו
תפ_44208-02-14.docx,הישאם אבו שחאדה
תפ_44964-02-14.docx,ג'ויה סקפה שפירא
תפ_47156-02-14.docx,דנה כהן-לקח
תפ_47957-02-14.docx,עינת רון
