file name,judge
תפ_54692-01-15.docx,נגה שמואלי-מאייר
תפ_63561-01-15.docx,עידו דרויאן-גמליאל
תפ_63681-01-15.docx,שמואל מלמד
תפ_63716-01-15.docx,איתי ברסלר-גונן
תפ_4603-02-15.docx,רות שפילברג כהן
תפ_7157-02-15.docx,מאיה אב-גנים ויינשטיין
תפ_10767-02-15.docx,עמי קובו
תפ_10816-02-15.docx,מאיה אב-גנים ויינשטיין
תפ_15427-02-15.docx,יצחק שמעוני
תפ_22567-02-15.docx,ג'ני טנוס
תפ_31344-02-15.docx,טל לחיאני שהם
תפ_36895-02-15.docx,עינת רון
תפ_37345-02-15.docx,עינת רון
תפ_37411-02-15.docx,עמית פרייז
תפ_43397-02-15.docx,נגה שמואלי-מאייר
תפ_57884-02-15.docx,עמי קובו
תפ_1912-03-15.docx,שמואל הרבסט
תפ_3720-03-15.docx,שירלי דקל נוה
תפ_7419-03-15.docx,רובין לביא
תפ_11384-03-15.docx,ניצה מימון שעשוע
תפ_13289-03-15.docx,אפרת פינק
תפ_15812-03-15.docx,רות שפילברג כהן
תפ_16055-03-15.docx,נגה שמואלי-מאייר
תפ_16969-03-15.docx,נועה חקלאי
תפ_18185-03-15.docx,נועה חקלאי
תפ_18490-03-15.docx,נועה חקלאי
תפ_4244-01-17.docx,נועה חקלאי
תפ_23015-03-15.docx,אילן סלע
תפ_33429-03-15.docx,מרדכי כדורי
תפ_37420-03-15.docx,איתי ברסלר-גונן
תפ_21938-04-15.docx,עמי קובו
תפ_24068-04-15.docx,אברהם הימן
תפ_24073-04-15.docx,אברהם הימן
תפ_31614-04-15.docx,צחי עוזיאל
תפ_34334-04-15.docx,מעין בן ארי
תפ_35647-04-15.docx,עמית פרייז
תפ_36431-04-15.docx,עמי קובו
תפ_36599-04-15.docx,עמית פרייז
תפ_37287-04-15.docx,אליאנא דניאלי
תפ_37546-04-15.docx,מאיה אב-גנים ויינשטיין
תפ_39274-04-15.docx,שאול אבינור
תפ_48512-04-15.docx,יצחק שמעוני
תפ_48788-04-15.docx,נועה חקלאי
תפ_138-05-15.docx,איתי ברסלר-גונן
תפ_1882-05-15.docx,איתִי ברסלר-גונן
תפ_3859-05-15.docx,שמואל הרבסט
תפ_13336-05-15.docx,שירלי דקל נוה
תפ_16825-05-15.docx,עמי קובו
תפ_17822-05-15.docx,עמי קובו
תפ_18276-05-15.docx,אביב שרון
תפ_22286-05-15.docx,איתי ברסלר-גונן
תפ_22448-05-15.docx,שירלי דקל נוה
תפ_28136-05-15.docx,עמית פרייז
תפ_35202-05-15.docx,עמי קובו
תפ_37825-05-15.docx,דניאל בן טולילה
תפ_41186-05-15.docx,עינת רון
תפ_41828-05-15.docx,רובין לביא
תפ_42176-05-15.docx,נועה חקלאי
תפ_44027-05-15.docx,רובין לביא
תפ_48352-05-15.docx,נועה חקלאי
תפ_54205-05-15.docx,מרדכי כדורי
תפ_55475-05-15.docx,יואב עטר
תפ_3675-07-15.docx,דנה כהן-לקח
תפ_3688-07-15.docx,חנה מרים לומפ
תפ_3869-07-15.docx,חגית מאק-קלמנוביץ
תפ_4258-07-15.docx,מרדכי כדורי
תפ_6660-07-15.docx,חגית מאק-קלמנוביץ
תפ_17659-07-15.docx,דנה כהן-לקח
תפ_18820-07-15.docx,דניאל בן טולילה
תפ_21672-07-15.docx,איתי ברסלר-גונן
תפ_29790-07-15.docx,ג'ני טנוס
תפ_31628-07-15.docx,יוסי טופף
תפ_34712-07-15.docx,איתי ברסלר-גונן
תפ_34737-07-15.docx,איתי ברסלר-גונן
תפ_34829-07-15.docx,עידו דרויאן-גמליאל
תפ_37364-07-15.docx,חגית מאק-קלמנוביץ
תפ_39593-07-15.docx,יוסי טורס
תפ_41324-07-15.docx,אור אדם
תפ_41328-07-15.docx,אפרת פינק
תפ_42333-07-15.docx,רועי פרי
תפ_46321-07-15.docx,שמואל הרבסט
תפ_46741-07-15.docx,נועה חקלאי
תפ_48197-07-15.docx,חגי טרסי
תפ_48247-07-15.docx,אביגיל זכריה
תפ_48527-07-15.docx,אליאנא דניאלי
תפ_50219-07-15.docx,מעין בן ארי
תפ_50664-07-15.docx,חגי טרסי
תפ_51040-07-15.docx,יריב נבון
תפ_53854-07-15.docx,חגי טרסי
תפ_54873-07-15.docx,אליאנא דניאלי
תפ_57133-07-15.docx,אברהם הימן
תפ_59503-07-15.docx,אביטל חן
תפ_59572-07-15.docx,אברהם הימן
תפ_59602-07-15.docx,עמי קובו
תפ_36449-08-15.docx,יצחק שמעוני
תפ_40810-08-15.docx,עידו דרויאן-גמליאל
תפ_46173-08-15.docx,אביב שרון
תפ_46401-08-15.docx,יריב נבון
תפ_46926-08-15.docx,אברהם הימן
תפ_49156-08-15.docx,נועה חקלאי
תפ_49401-08-15.docx,עמי קובו
תפ_53375-08-15.docx,נאוה בכור
תפ_53867-08-15.docx,יובל ליבדרו
תפ_4640-09-15.docx,עמית פרייז
תפ_4788-09-15.docx,יצחק שמעוני
תפ_11342-09-15.docx,שירלי דקל נוה
תפ_11615-09-15.docx,שירלי דקל נוה
תפ_17610-09-15.docx,עידו דרויאן-גמליאל
תפ_21712-09-15.docx,חנה מרים לומפ
תפ_32354-09-15.docx,שירלי דקל נוה
תפ_41189-09-15.docx,יוסי טופף
תפ_43195-09-15.docx,מרדכי כדורי
תפ_44220-09-15.docx,מיכאל קרשן
תפ_5502-10-15.docx,מרב גרינברג
תפ_6929-10-15.docx,חנה מרים לומפ
תפ_8468-10-15.docx,יוסי טורס
תפ_9182-10-15.docx,דנה אמיר
תפ_9860-10-15.docx,נעמה תבור
תפ_14046-10-15.docx,עמי קובו
תפ_19339-10-15.docx,יוסי טורס
תפ_23038-10-15.docx,אילן סלע
תפ_27085-10-15.docx,אביל חן
תפ_27734-10-15.docx,מרדכי כדורי
תפ_29523-10-15.docx,נגה שמואלי-מאייר
תפ_31909-10-15.docx,נועה חקלאי
תפ_33835-10-15.docx,נועה חקלאי
תפ_28241-11-15.docx,שמואל הרבסט
תפ_28270-11-15.docx,עמי קובו
תפ_28288-11-15.docx,עמי קובו
תפ_32055-11-15.docx,עידו דרויאן-גמליאל
תפ_34445-11-15.docx,אилан סלע
תפ_36709-11-15.docx,חנה מרים לומפ
תפ_36827-11-15.docx,דנה אמיר
תפ_44091-11-15.docx,אברהם הימן
תפ_47820-11-15.docx,הישאם אבו שחאדה
תפ_48745-11-15.docx,נעה תבור
תפ_50774-11-15.docx,עמי קובו
תפ_54499-11-15.docx,נועה חקלאי
תפ_57599-11-15.docx,עמי קובו
תפ_58325-11-15.docx,מעין בן ארי
תפ_61861-11-15.docx,שמואל הרבסט
תפ_65260-11-15.docx,נגה שמואלי-מאייר
תפ_65665-11-15.docx,אברהם הימן
תפ_66150-11-15.docx,שאול אבינור
תפ_1681-12-15.docx,יוסי טופף
תפ_59518-01-13.docx,אביטל חן
תפ_12296-12-15.docx,עמית פרייז
תפ_16591-12-15.docx,טל לחיאני שהם
תפ_17268-12-15.docx,נועה חקלאי
תפ_22426-12-15.docx,מרב גרינברג
תפ_28087-12-15.docx,עידו דרויאן-גמליאל
תפ_31394-12-15.docx,מרב גרינברג
תפ_32933-12-15.docx,עידו דרויאן
תפ_33019-12-15.docx,איתי ברסלר-גונן
תפ_36120-12-15.docx,מרדכי כדורי
תפ_36187-12-15.docx,מרדכי כדורי
תפ_36220-12-15.docx,חנה מרים לומפ
תפ_36395-12-15.docx,נגה שמואלי-מאייר
תפ_15172-01-16.docx,עידו דרויאן-גמליאל
תפ_15277-01-16.docx,יצחק שמעוני
תפ_17532-01-16.docx,מעין בן ארי
תפ_19218-01-16.docx,שירלי דקל נוה
תפ_33382-01-16.docx,יוסי טורס
תפ_40770-01-16.docx,דוד שאול גבאי ריכטר
תפ_41803-01-16.docx,יריב נבון
תפ_47067-01-16.docx,עידו דרויאן-גמליאל
תפ_54953-01-16.docx,אביב שרון
תפ_55701-01-16.docx,עידו דרויאן-גמליאל
תפ_59258-01-16.docx,נאוה בכור
תפ_59503-01-16.docx,ג'ני טנוס
תפ_59836-01-16.docx,לילי יונג-גפר
תפ_1838-02-16.docx,מרב גרינברג
תפ_4370-02-16.docx,נועה חקלאי
תפ_5726-02-16.docx,אפרת פינק
תפ_10159-02-16.docx,יריב נבון
תפ_23322-02-16.docx,עידו דרויאן-גמליאל
תפ_37002-02-16.docx,דניאל בן טולילה
תפ_37953-02-16.docx,נועה חקלאי
תפ_38615-02-16.docx,אברהם הימן
תפ_39397-02-16.docx,איתן קורנהאוזר
תפ_40677-02-16.docx,נועה חקלאי
תפ_40683-02-16.docx,איתי ברסלר-גונן
תפ_44642-02-16.docx,עמית פרייז
תפ_53784-02-16.docx,נועה חקלאי
תפ_53788-02-16.docx,עידו דרויאן-גמליאל
תפ_54487-02-16.docx,יוסי טורס
תפ_54771-02-16.docx,ג'ויה סקפה שפירא
תפ_54841-02-16.docx,יצחק שמעוני
תפ_56714-02-16.docx,איתן קורנהאוזר
תפ_1509-03-16.docx,דלית שרון-גרין
תפ_58723-03-16.docx,יוסי טורס
תפ_61380-03-16.docx,מוחמד עלי
תפ_64384-03-16.docx,הדסה נאור
תפ_1643-04-16.docx,נועה חקלאי
תפ_7426-04-16.docx,איתי ברסלר-גונן
תפ_12546-04-16.docx,מוחמד עלי
תפ_15868-04-16.docx,יוסי טופף
תפ_17508-04-16.docx,יצחק שמעוני
תפ_20510-04-16.docx,נועה תבור
תפ_32546-04-16.docx,יוסי טורס
תפ_37436-04-16.docx,מיכאל קרשן
תפ_42494-04-16.docx,יריב נבון
תפ_46194-04-16.docx,דניאל בן טולילה
תפ_2907-05-16.docx,הישאם אבו שחאדה
תפ_7786-05-16.docx,נועה חקלאי
תפ_10003-05-16.docx,רות שפילברג כהן
תפ_10996-05-16.docx,יצחק שמעוני
תפ_20484-05-16.docx,נגה שמואלי-מאייר
תפ_25740-05-16.docx,אורית קנטור
תפ_26828-05-16.docx,אבשלום מאושר
תפ_40484-05-16.docx,נגה שמואלי-מאייר
תפ_41269-05-16.docx,מרב גרינברג
תפ_41316-05-16.docx,עמית פרייז
תפ_44314-05-16.docx,שמואל הרבסט
תפ_47136-05-16.docx,איתי ברסלר-גונן
תפ_54072-05-16.docx,הדס רוזנברג שיינרט
תפ_54910-05-16.docx,מנחם מזרחי
תפ_58242-05-16.docx,יובל ליבדרו
תפ_63604-05-16.docx,אבשלום מאושר
תפ_10223-06-16.docx,נגה שמואלי – מאייר
תפ_13508-06-16.docx,אברהם הימן
תפ_60454-06-16.docx,נגה שמואלי-מאייר
תפ_62092-06-16.docx,דרור קלייטמן
תפ_65414-06-16.docx,יובל ליבדרו
תפ_66302-06-16.docx,דינה כהן
תפ_116-07-16.docx,יצחק שמעוני
תפ_1470-07-16.docx,חנה מרים לומפ
תפ_1725-07-16.docx,פאול שטרק
תפ_2717-07-16.docx,עמית מיכלס
תפ_3332-07-16.docx,שמואל הרבסט
תפ_11370-07-16.docx,מרב גרינברג
תפ_14510-07-16.docx,נועה חקלאי
תפ_14829-07-16.docx,יצחק שמעוני
תפ_15676-07-16.docx,דוד שאול גבאי ריכטר
תפ_26896-07-16.docx,יצחק שמעוני
תפ_27471-07-16.docx,יצחק שמעוני
תפ_29216-07-16.docx,עמית מיכלס
תפ_29457-07-16.docx,ירון מינטקביץ
תפ_29798-07-16.docx,יצחק שמעוני
תפ_31007-07-16.docx,חנה מרים לומפ
תפ_36129-07-16.docx,נגה שמואלי – מאייר
תפ_41946-07-16.docx,חנה מרים לומפ
תפ_42618-07-16.docx,עמית פרייז
תפ_42621-07-16.docx,עינת רון
תפ_42654-07-16.docx,חגי טרסי
תפ_43778-07-16.docx,רמה לאופר חסון
תפ_47301-07-16.docx,מרב גרינברג
תפ_50330-07-16.docx,יצחק שמעוני
תפ_7611-08-16.docx,יריב נבון
תפ_10853-08-16.docx,רות שפילברג כהן
תפ_12906-08-16.docx,עמית פרייז
תפ_14998-08-16.docx,רות שפילברג כהן
תפ_16043-08-16.docx,יואב עטר
תפ_60835-04-21.docx,דוד שאול גבאי ריכטר
תפ_61792-04-21.docx,גיל אדלמן
תפ_62814-04-21.docx,דוד שאול גבאי ריכטר
תפ_62893-04-21.docx,שמואל הרבסט
תפ_64269-04-21.docx,טל אוסטפלד נאוי
תפ_64588-04-21.docx,איתן קורנהאוזר
תפ_1722-05-21.docx,אלעזר ביאלין
תפ_2036-05-21.docx,סימי פלג קימלוב
תפ_7800-05-21.docx,מנחם מזרחי
תפ_9228-05-21.docx,מנחם מזרחי
תפ_14615-05-21.docx,שוש שטרית
תפ_17162-05-21.docx,אביחי דורון
תפ_20246-05-21.docx,אביחי דורון
תפ_29177-05-21.docx,אבישי כהן
תפ_33805-05-21.docx,אביב שרון
תפ_40146-05-21.docx,גיא אבנון
תפ_43544-05-21.docx,דוד שאול גבאי ריכטר
תפ_44174-05-21.docx,יריב בן דוד
תפ_46422-05-21.docx,נגה שמואלי-מאייר
תפ_47080-05-21.docx,נגה שמואלי-מאייר
תפ_53884-05-21.docx,דוד שאול גבאי ריכטר
תפ_59009-05-21.docx,סימי פלג קימלוב
תפ_60321-05-21.docx,שמואל הרבסט
תפ_64742-05-21.docx,ארנון איתן
תפ_986-06-21.docx,גיל אדלמן
תפ_4855-06-21.docx,שוש שטרית
תפ_8118-06-21.docx,טל אוסטפלד נאוי
תפ_15091-06-21.docx,נגה שמואלי-מאייר
תפ_15667-06-21.docx,קרן וקסלר
תפ_18593-06-21.docx,אריה דורני-דורון
תפ_24494-06-21.docx,ארנון איתן
תפ_57767-11-16.docx,שירלי דקל נוה
תפ_61617-11-16.docx,מרב גרינברג
תפ_62457-11-16.docx,שמואל הרבסט
תפ_62760-11-16.docx,אילן סלע
תפ_64314-11-16.docx,דוד שאול גבאי ריכטר
תפ_66475-11-16.docx,דוד שאול גבאי ריכטר
תפ_68578-11-16.docx,דוד שאול גבאי ריכטר
תפ_69225-11-16.docx,עינת רון
תפ_3286-12-16.docx,שמואל הרבסט
תפ_4744-12-16.docx,עינת רון
תפ_4911-12-16.docx,אפרת פינק
תפ_7154-12-16.docx,אפרת פינק
תפ_9308-12-16.docx,רונית פוזננסקי כץ
תפ_13306-12-16.docx,עינת רון
תפ_13447-12-16.docx,אדנקו סבחת-חיימוביץ
תפ_14379-12-16.docx,שמואל הרבסט
תפ_17081-12-16.docx,שירלי דקל נוה
תפ_19327-12-16.docx,שמואל הרבסט
תפק_19437-12-16.docx,דוד שאול גבאי ריכטר
תפ_29522-12-16.docx,שמואל הרבסט
תפ_35798-12-16.docx,אפרת פינק
תפ_61865-12-16.docx,הישאם אבו שחאדה
תפ_62222-12-16.docx,רות שפילברג כהן
תפ_3256-16.docx,אפרת פינק
תפ_599-01-17.docx,איטה נחמן
תפ_5310-01-17.docx,עידו דרויאן-גמליאל
תפ_6048-01-17.docx,יוסי טורס
תפ_14398-01-17.docx,ג'ויה סקפה שפירא
תפ_16219-01-17.docx,ג'ויה סקפה שפירא
תפ_18487-01-17.docx,אפרת פינק
תפ_23364-01-17.docx,יובל ליבדרו
תפ_29013-01-17.docx,אליאנא דניאלי
תפ_24524-02-17.docx,עמית פרייז
תפ_25643-02-17.docx,עלאא מסארווה
תפ_35934-02-17.docx,מרב גרינברג
תפ_37480-02-17.docx,דוד שאול גבאי ריכטר
תפ_38366-02-17.docx,רות שפילברג כהן
תפ_48984-02-17.docx,נועה חקלאי
תפ_51089-02-17.docx,אפרת פינק
תפ_51354-02-17.docx,יוסי טורס
תפ_60340-02-17.docx,עידו דרויאן-גמליאל
תפ_6399-03-17.docx,עידו דרויאן-גמליאל
תפ_13749-03-17.docx,יוסי טורס
תפ_16678-03-17.docx,ג'ויה סקפה שפירא
תפ_19393-03-17.docx,עידו דרויאן-גמליאל
תפ_19683-03-17.docx,דוד שאול גבאי ריכטר
תפ_19932-03-17.docx,יוסי טורס
תפ_21308-03-17.docx,רות שפילברג כהן
תפ_23774-03-17.docx,עמית מיכלס
תפ_25133-03-17.docx,רות שפילברג כהן
תפ_28371-03-17.docx,יוסי טורס
תפ_29899-03-17.docx,שמואל הרבסט
תפ_33143-03-17.docx,שלומית בן יצחק
תפ_34353-03-17.docx,יוסי טורס
תפ_34607-03-17.docx,רות שפילברג כהן
תפ_44097-03-17.docx,עידו דרויאן-גמליאל
תפ_46548-03-17.docx,עמית מיכלס
תפ_47012-03-17.docx,דוד שאול גבאי ריכטר
תפ_47316-03-17.docx,יעל אבירם
תפ_50662-03-17.docx,יוסי טורס
תפ_56373-03-17.docx,הישאם אבו שחאדה
תפ_56678-03-17.docx,עידו דרויאן-גמליאל
תפ_65985-03-17.docx,דוד שאול גבאי ריכטר
תפ_327-04-17.docx,אפרת פינק
תפ_24239-05-17.docx,שמואל הרבסט
תפ_26647-05-17.docx,דניאל בן טולילה
תפ_27274-05-17.docx,טל לחיאני שהם
תפ_412-10-16.docx,ירון מינטקביץ
תפ_35074-05-17.docx,אפרת פינק
תפ_36054-05-17.docx,דרור קלייטמן
תפ_37850-05-17.docx,אפרת פינק
תפ_42272-05-17.docx,ג'ויה סקפה שפירא
תפ_42313-05-17.docx,שמואל הרבסט
תפ_42361-05-17.docx,איתן כהן
תפ_48502-05-17.docx,נועה חקלאי
תפ_53098-05-17.docx,נועה חקלאי
תפ_54673-05-17.docx,יריב בן דוד
תפ_59983-05-17.docx,אפרת פינק
תפ_62803-05-17.docx,שירלי דקל נוה
תפ_824-06-17.docx,יוסי טורס
תפ_1788-06-17.docx,אפרת פינק
תפ_2275-06-17.docx,נועה תבור
תפ_19211-06-17.docx,יניב בן הרוש
תפ_22715-06-17.docx,טל לחיאני שהם
תפ_43982-06-17.docx,אפרת פינק
תפ_56668-06-17.docx,איתי הרמלין
תפ_57717-06-17.docx,דרור קלייטמן
תפ_61004-06-17.docx,תומר אורינוב
תפ_62710-06-17.docx,עידו דרויאן-גמליאל
תפ_63637-06-17.docx,דנה אמיר
תפ_10324-07-17.docx,ארנון איתן
תפ_10335-07-17.docx,שמואל הרבסט
תפ_16759-07-17.docx,נועה חקלאי
תפ_17501-07-17.docx,דוד שאול גבאי ריכטר
תפ_26943-07-17.docx,טל לחיאני שהם
תפ_35865-07-17.docx,שמואל הרבסט
תפ_29892-08-17.docx,נועה חקלאי
תפ_37722-08-17.docx,איתן קורנהאוזר
תפ_41688-08-17.docx,עידו דרויאן-גמליאל
תפ_43694-08-17.docx,דוד שאול גבאי ריכטר
תפ_43875-08-17.docx,אפרת פינק
תפ_48877-08-17.docx,שמעון שטיין
תפ_56589-08-17.docx,איתי ברסלר-גונן
תפ_4032-09-17.docx,דוד שאול גבאי ריכטר
תפ_6110-09-17.docx,איתי הרמלין
תפ_10152-09-17.docx,מיכאל קרשן
תפ_13667-09-17.docx,דוד שאול גבאי ריכטר
תפ_13769-09-17.docx,דוד שאול גבאי ריכטר
תפ_17384-09-17.docx,דוד שאול גבאי ריכטר
תפ_17948-09-17.docx,שמואל הרבסט
תפ_22347-09-17.docx,שאול אבינור
תפ_26341-09-17.docx,דנה אמיר
תפ_28451-09-17.docx,אביטל חן
תפ_31332-09-17.docx,דוד שאול גבאי ריכטר
תפ_33037-09-17.docx,טל לחיאני שהם
תפ_37326-09-17.docx,דנה אמיר
תפ_39491-09-17.docx,נגה שמואלי-מאייר
תפ_41968-09-17.docx,נועה חקלאי
תפ_42213-09-17.docx,רון סולקין
תפ_42225-09-17.docx,נגה שמואלי-מאייר
תפ_43916-09-17.docx,עלאא מסארווה
תפ_45433-09-17.docx,שלמה בנג'ו
תפ_64144-09-17.docx,עמית מיכלס
תפ_10689-10-17.docx,רות שפילברג כהן
תפ_10901-10-17.docx,טל לחיאני שהם
תפ_12320-10-17.docx,ליאורה אדלשטיין
תפ_33475-10-17.docx,אפרת פינק
תפ_40639-10-17.docx,רות שפילברג כהן
תפ_28634-12-17.docx,דוד שאול גבאי ריכטר
תפ_30311-12-17.docx,ג'ויה סקפה שפירא
תפ_32164-12-17.docx,עינת רון
תפ_41783-12-17.docx,נגה שמואלי-מאייר
תפ_45759-12-17.docx,דניאל בארי
תפ_50359-12-17.docx,זיו אריאלי
תפ_50520-12-17.docx,שאול אבינור
תפ_52165-12-17.docx,אושרית הובר היימן
תפ_53251-12-17.docx,רועי פרי
תפ_54330-12-17.docx,דוד שאול גבאי ריכטר
תפ_57140-12-17.docx,אדנקו סבחת-חיימוביץ
תפ_59039-12-17.docx,הישאם אבו שחאדה
תפ_102-01-18.docx,מנחם מזרחי
תפ_8537-01-18.docx,שרון לארי-בבלי
תפ_11267-01-18.docx,דוד שאול גבאי ריכטר
תפ_13939-01-18.docx,שמואל הרבסט
תפ_15486-01-18.docx,דוד שאול גבאי ריכטר
תפ_16619-01-18.docx,אפרת פינק
תפ_19505-01-18.docx,סימי פלג קימלוב
תפ_21232-01-18.docx,רועי פרי
תפ_25278-01-18.docx,עמית מיכלס
תפ_25332-01-18.docx,רות שפילברג כהן
תפ_27103-01-18.docx,אפרת פינק
תפ_33024-01-18.docx,אביב שרון
תפ_35705-01-18.docx,עמית מיכלס
תפ_39034-01-18.docx,מרדכי כדורי
תפ_39086-01-18.docx,עינת רון
תפ_43815-01-18.docx,שמואל הרבסט
תפ_44280-01-18.docx,נגה שמואלי-מאייר
תפ_46655-01-18.docx,סימי פלג קימלוב
תפ_59087-01-18.docx,אביב שרון
תפ_65573-01-18.docx,אביב שרון
תפ_43097-02-18.docx,מנחם מזרחי
תפ_46328-02-18.docx,מנחם מזרחי
תפ_47304-02-18.docx,אפרת פינק
תפ_50693-02-18.docx,דוד שאול גבאי ריכטר
תפ_50853-02-18.docx,דוד שאול גבאי ריכטר
תפ_56173-02-18.docx,ג'ויה סקפה שפירא
תפ_56179-02-18.docx,מרדכי כדורי
תפ_59205-02-18.docx,דוד שאול גבאי ריכטר
תפ_59329-02-18.docx,אפרת פינק
תפ_63596-02-18.docx,מנחם מזרחי
תפ_65088-02-18.docx,דוד שאול גבאי ריכטר
תפ_3576-03-18.docx,דוד שאול גבאי ריכטר
תפ_11072-03-18.docx,עדי אייזדורפר
תפ_16143-03-18.docx,דוד שאול גבאי ריכטר
תפ_17959-03-18.docx,שמואל הרבסט
תפ_19691-03-18.docx,רות שפילברג כהן
תפ_21678-03-18.docx,שאול אבינור
תפ_30643-03-18.docx,מרדכי כדורי
תפ_33183-03-18.docx,אפרת פינק
תפ_40063-03-18.docx,אפרת פינק
תפ_40331-03-18.docx,רות שפילברג כהן
תפ_47168-03-18.docx,עמית מיכלס
תפ_53375-03-18.docx,דוד שאול גבאי ריכטר
תפ_55179-03-18.docx,דוד שאול גבאי ריכטר
תפ_55187-03-18.docx,שמואל הרבסט
תפ_63584-03-18.docx,עמית מיכלס
תפ_69865-03-18.docx,אפרת פינק
תפ_899-04-18.docx,אפרת פינק
תפ_2128-04-18.docx,רות שפילברג כהן
תפ_3302-04-18.docx,דורית פיינשטיין
תפ_3673-04-18.docx,איילת השחר ביטון פרלה
תפ_4867-04-18.docx,נעה תבור
תפ_43575-05-18.docx,רועי פרי
תפ_44591-05-18.docx,דוד שאול גבאי ריכטר
תפ_54134-05-18.docx,הישאם אבו שחאדה
תפ_58530-05-18.docx,דנה אמיר
תפ_62573-05-18.docx,ארנון איתן
תפ_68375-05-18.docx,מנחם מזרחי
תפ_68454-05-18.docx,יוסי טורס
תפ_266-06-18.docx,דוד שאול גבאי ריכטר
תפ_1062-06-18.docx,רועי פרי
תפ_2230-06-18.docx,דוד שאול גבאי ריכטר
תפ_10086-06-18.docx,הישאם אבו שחאדה
תפ_17321-06-18.docx,רון סולקין
תפ_28953-06-18.docx,שמואל הרבסט
תפ_32948-06-18.docx,שרון לארי-בבלי
תפ_35856-06-18.docx,דוד שאול גבאי ריכטר
תפ_47640-06-18.docx,נגה שמואלי-מאייר
תפ_48983-06-18.docx,אפרת פינק
תפ_49033-06-18.docx,אפרת פינק
תפ_60525-06-18.docx,ארנון איתן
תפ_62013-06-18.docx,מנחם מזרחי
תפ_62497-06-18.docx,איתן קורנהאוזר
תפ_67471-06-18.docx,נגה שמואלי-מאייר
תפ_67686-06-18.docx,דוד שאול גבאי ריכטר
תפ_7926-07-18.docx,יניב בן הרוש
תפ_13939-07-18.docx,דוד שאול גבאי ריכטר
תפ_17029-07-18.docx,רות שפילברג כהן
תפ_17153-07-18.docx,נועה תבור
תפ_17208-07-18.docx,רועי פרי
תפ_19909-07-18.docx,רות שפילברג כהן
תפ_23864-07-18.docx,דוד שאול גבאי ריכטר
תפ_24004-07-18.docx,ארנון איתן
תפ_25254-07-18.docx,אושרית הובר היימן
תפ_41515-08-18.docx,עלאא מסארווה
תפ_42359-08-18.docx,דרור קלייטמן
תפ_45345-08-18.docx,דוד שאול גבאי ריכטר
תפ_48224-08-18.docx,דרור קלייטמן
תפ_48281-08-18.docx,אושרית הובר היימן
תפ_49923-08-18.docx,שמואל הרבסט
תפ_50319-08-18.docx,מנחם מזרחי
תפ_51474-08-18.docx,מנחם מזרחי
תפ_52330-08-18.docx,רועי פרי
תפ_59596-08-18.docx,גיא אבנון
תפ_60029-08-18.docx,מנחם מזרחי
תפ_4488-09-18.docx,יצחק שמעוני
תפ_6840-09-18.docx,ג'ויה סקפה שפירא
תפ_8588-09-18.docx,רון סולקין
תפ_24272-09-18.docx,ג'ויה סקפה שפירא
תפ_34266-09-18.docx,עדי יעקובוביץ
תפ_35670-09-18.docx,דוד שאול גבאי ריכטר
תפ_36868-09-18.docx,ג'ויה סקפה שפירא
תפ_39058-09-18.docx,דנה אמיר
תפ_39933-09-18.docx,שמואל הרבסט
תפ_40577-09-18.docx,דוד שאול גבאי ריכטר
תפ_43138-09-18.docx,עינת רון
תפ_7194-10-18.docx,דוד שאול גבאי ריכטר
תפ_13642-10-18.docx,מנחם מזרחי
תפ_20763-10-18.docx,אושרית הובר היימן
תפ_26963-10-18.docx,שמואל הרבסט
תפ_27890-10-18.docx,הישאם אבו שחאדה
תפ_31387-10-18.docx,גיא אבנון
תפ_34271-10-18.docx,רות שפילברג כהן
תפ_34792-10-18.docx,אפרת פינק
תפ_35466-10-18.docx,ארנון איתן
תפ_36499-10-18.docx,גיא אבנון
תפ_52234-07-21.docx,ארנון איתן
תפ_58237-07-21.docx,ארנון איתן
תפ_64206-07-21.docx,דוד שאול גבאי ריכטר
תפ_1054-08-21.docx,נגה שמואלי-מאייר
תפ_1175-08-21.docx,ליאת שמיר הירש
תפ_14442-08-21.docx,איתן קורנהאוזר
תפ_21085-08-21.docx,דוד שאול גבאי ריכטר
תפ_21127-08-21.docx,זהר דולב להמן
תפ_27335-08-21.docx,ערן זלר
תפ_29209-08-21.docx,אריה דורני-דורון
תפ_29602-08-21.docx,גיא אבנון
תפ_31892-08-21.docx,נגה שמואלי-מאייר
תפ_33068-08-21.docx,איילת השחר ביטון פרלה
תפ_35676-08-21.docx,ענת חולתא
תפ_36546-08-21.docx,אלכס אחטר
תפ_39829-08-21.docx,שוש שטרית
תפ_42707-08-21.docx,ענת יהב
תפ_43665-08-21.docx,אבישי כהן
תפ_45516-08-21.docx,שאול אבינור
תפ_49932-08-21.docx,נגה שמואלי-מאייר
תפ_51251-08-21.docx,אלכס אחטר
תפ_51762-08-21.docx,מנחם מזרחי
תפ_61820-08-21.docx,יוסי טורס
תפ_67160-08-21.docx,רון סולקין
תפ_68577-08-21.docx,איתן קורנהאוזר
תפ_68578-08-21.docx,עלאא מסארווה
תפ_927-09-21.docx,עלאא מסארווה
תפ_3593-09-21.docx,רון סולקין
תפ_3766-09-21.docx,סימי פלג קימלוב
תפ_5486-09-21.docx,אילה אורן
תפ_11217-09-21.docx,שוש שטרית
תפ_16520-09-21.docx,נגה שמואלי-מאייר
תפ_60803-01-19.docx,אפרת פינק
